Round,Grand Prix,Circuit ID,Circuit Name,City,Country,Date
1,Australian_Grand_Prix,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,1997-03-09
2,Brazilian_Grand_Prix,interlagos,Autodromo Jose Carlos Pace,Sao Paulo,Brazil,1997-03-30
3,Argentine_Grand_Prix,galvez,Autodromo Juan y Oscar Galvez,Buenos Aires,Argentina,1997-04-13
4,San_Marino_Grand_Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1997-04-27
5,Monaco_Grand_Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1997-05-11
6,Spanish_Grand_Prix,catalunya,Circuit de Barcelona-Catalunya,Montmelo,Spain,1997-05-25
7,Canadian_Grand_Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1997-06-15
8,French_Grand_Prix,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,1997-06-29
9,British_Grand_Prix,silverstone,Silverstone Circuit,Silverstone,UK,1997-07-13
10,German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1997-07-27
11,Hungarian_Grand_Prix,hungaroring,Hungaroring,Budapest,Hungary,1997-08-10
12,Belgian_Grand_Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,1997-08-24
13,Italian_Grand_Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1997-09-07
14,Austrian_Grand_Prix,osterreichring,A1-Ring,Spielburg,Austria,1997-09-21
15,Luxembourg_Grand_Prix,nurburgring,Nurburgring,Nurburg,Germany,1997-09-28
16,Japanese_Grand_Prix,suzuka,Suzuka Circuit,Suzuka,Japan,1997-10-12
17,European_Grand_Prix,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,1997-10-26
