Round,Grand Prix,Circuit ID,Circuit Name,City,Country,Date
1,United_States_Grand_Prix_West,long_beach,Long Beach,California,USA,1981-03-15
2,Brazilian_Grand_Prix,jacarepagua,Autodromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,1981-03-29
3,Argentine_Grand_Prix,galvez,Autodromo Juan y Oscar Galvez,Buenos Aires,Argentina,1981-04-12
4,San_Marino_Grand_Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1981-05-03
5,Belgian_Grand_Prix,zolder,Zolder,Heusden-Zolder,Belgium,1981-05-17
6,Monaco_Grand_Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1981-05-31
7,Spanish_Grand_Prix,jarama,Jarama,Madrid,Spain,1981-06-21
8,French_Grand_Prix,dijon,Dijon-Prenois,Dijon,France,1981-07-05
9,British_Grand_Prix,silverstone,Silverstone Circuit,Silverstone,UK,1981-07-18
10,German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1981-08-02
11,Austrian_Grand_Prix,osterreichring,A1-Ring,Spielburg,Austria,1981-08-16
12,Dutch_Grand_Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1981-08-30
13,Italian_Grand_Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1981-09-13
14,Canadian_Grand_Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1981-09-27
15,Caesars_Palace_Grand_Prix,las_vegas,Las Vegas Street Circuit,Nevada,USA,1981-10-17
